país,medio,canal,fecha_hora,segmento,marca,versión,duración,valor_dolares
BRASIL,TV,GLOBO,2024-08-27 14:05:19+00,Day,STARWAGER,E O HIT A,15,5638.65
BRASIL,TC,SPORTV 2,2024-08-27 14:06:48+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,360
BRASIL,TC,ESPN4,2024-08-27 14:08:29+00,Day,WINSHARK,2024-08-27 LA LIGA B,10,500
BRASIL,TV,SBT RIO,2024-08-27 14:09:10+00,Day,PLAYSTREAM,SBT FUTEBOL,5,1240.13
BRASIL,TV,BANDEIRANTES,2024-08-27 14:10:35+00,Day,HOUSE OF WAGERS,OS DONOS DA BOLA,5,2345.1
BRASIL,TC,ESPN3,2024-08-27 14:12:28+00,Day,MEGAGAME,SUPER BONUS 500,30,400
BRASIL,TV,BANDEIRANTES,2024-08-27 14:13:20+00,Day,BET4FUN,VEM PRO PLAY SS,30,6253.6
BRASIL,TC,ESPN3,2024-08-27 14:13:38+00,Day,MEGAGAME,CICLISMO,5,150
BRASIL,TC,ESPN4,2024-08-27 14:14:52+00,Day,WINSHARK,2024-08-27 LA LIGA C,15,750
BRASIL,TC,FX,2024-08-27 14:15:13+00,Day,SPORTFLIX,BONUS,30,800
BRASIL,TC,CNN BRASIL,2024-08-27 14:16:18+00,Day,BETACTION,APOSTA FUTURO,30,1220
BRASIL,TC,CNN BRASIL,2024-08-27 14:17:39+00,Day,BETACTION,CNN ESPORTES,5,457.5
BRASIL,TC,SPORTV 3,2024-08-27 14:19:33+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,120
BRASIL,TV,BANDEIRANTES,2024-08-27 14:23:00+00,Day,BET4FUN,VEM PRO PLAY SS,30,6253.6
BRASIL,TV,GLOBO,2024-08-27 14:23:52+00,Day,BETACTION,APOSTA FUTURO,30,7518.2
BRASIL,TV,BANDEIRANTES,2024-08-27 14:24:40+00,Day,HOUSE OF WAGERS,OS DONOS DA BOLA,5,2345.1
BRASIL,TC,BANDSPORTS,2024-08-27 14:25:18+00,Day,SPORTSBOOKIE,SEMPRE ESQUENTA O JOGO,30,2122
BRASIL,TC,ESPN3,2024-08-27 14:27:02+00,Day,SPORTFLIX,ESPN TENIS,5,150
BRASIL,TC,ESPN3,2024-08-27 14:27:43+00,Day,SPORTFLIX,BONUS,30,400
BRASIL,TC,TNT,2024-08-27 14:28:12+00,Day,MEGAGAME,SAQUES SUPER RAPIDOS,60,4800
BRASIL,TC,ESPN6,2024-08-27 14:32:35+00,Day,SPORTFLIX,BONUS,30,190
BRASIL,TC,FX,2024-08-27 14:36:56+00,Day,SPORTFLIX,BONUS,30,800
BRASIL,TC,BANDSPORTS,2024-08-27 14:37:16+00,Day,VIRTUAL CHARM,RESPEITO SEGURANCA,30,2122
BRASIL,TC,FX,2024-08-27 14:38:16+00,Day,SPORTFLIX,BONUS,30,800
BRASIL,TC,SPORTV,2024-08-27 14:42:16+00,Day,FOOTY MANAGER,DEFINICAO,30,2032
BRASIL,TC,MULTISHOW,2024-08-27 14:43:33+00,Day,STARWAGER,E O HIT,30,
BRASIL,TC,SPORTV,2024-08-27 14:43:47+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,2032
BRASIL,TC,BANDSPORTS,2024-08-27 14:44:46+00,Day,SPORTSBOOKIE,SEMPRE ESQUENTA O JOGO A,30,2122
BRASIL,TC,ESPN6,2024-08-27 14:46:59+00,Day,NEOWIN,FUTEBOL,5,71.25
BRASIL,TC,ESPN6,2024-08-27 14:47:09+00,Day,WINSHARK,FUTEBOL,5,71.25
BRASIL,TC,ESPN4,2024-08-27 14:50:13+00,Day,NEOWIN,CRIADOR DE APOSTAS,30,1000
BRASIL,TC,ESPN4,2024-08-27 14:51:43+00,Day,WINSHARK,DIA DE TRABALHO 30A,30,1000
BRASIL,TC,ESPN,2024-08-27 14:51:52+00,Day,MEGAGAME,SUPER BONUS 500,30,1260
BRASIL,TC,ESPN4,2024-08-27 14:52:13+00,Day,WINSHARK,2024-08-27 LA LIGA D,20,750
BRASIL,TC,ESPN,2024-08-27 14:54:22+00,Day,SPORTFLIX,BONUS,30,1260
BRASIL,TC,ESPN6,2024-08-27 14:54:53+00,Day,LUCKY LINE,TIME GRANDE,30,190
BRASIL,RD,GLOBO FM 98.1,2024-08-27 14:57:05+00,Day,BETACTION,COTACAO PROFETA,29,354
BRASIL,TC,ESPN4,2024-08-27 15:01:15+00,Day,WINSHARK,PAI VICARI 30,30,1000
BRASIL,TC,ESPN4,2024-08-27 15:02:45+00,Day,NEOWIN,FLASH BETS,30,1000
BRASIL,TC,ESPN,2024-08-27 15:03:26+00,Day,SPORTFLIX,BONUS,30,1260
BRASIL,TC,SPORTV,2024-08-27 15:04:32+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,2032
BRASIL,TC,SPORTV 2,2024-08-27 15:08:55+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,360
BRASIL,TC,SPORTV,2024-08-27 15:10:56+00,Day,SPORTFLIX,SELECAO SPORTV,5,762
BRASIL,TC,ESPN4,2024-08-27 15:12:17+00,Day,WINSHARK,2024-08-27 LA LIGA E,10,500
BRASIL,TC,SPORTV,2024-08-27 15:12:26+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,2032
BRASIL,TC,SPORTV,2024-08-27 15:13:51+00,Day,PLAYSTREAM,ENTRA CONFIANTE NO JOGO,30,2032
BRASIL,TC,ESPN5,2024-08-27 15:14:23+00,Day,MEGAGAME,SAQUES SUPER RAPIDOS,60,380
BRASIL,RD,CBN FM 90.5,2024-08-27 15:15:11+00,Day,BETACTION,COTACAO PROFETA,29,
BRASIL,TC,ESPN5,2024-08-27 15:17:27+00,Day,NEOWIN,FUTEBOL,5,71.25
BRASIL,TC,ESPN5,2024-08-27 15:17:42+00,Day,LUCKY LINE,FUTEBOL,5,71.25
BRASIL,TC,ESPN4,2024-08-27 15:18:54+00,Day,WINSHARK,2024-08-27 LA LIGA F,15,750
BRASIL,TC,ESPN6,2024-08-27 15:23:07+00,Day,SPORTFLIX,BONUS,30,190
BRASIL,TC,ESPN,2024-08-27 15:25:43+00,Day,MEGAGAME,SAQUES SUPER RAPIDOS,60,2520
BRASIL,TC,ESPN6,2024-08-27 15:27:42+00,Day,MEGAGAME,ABRA SUA CONTA,30,190
BRASIL,TC,ESPN,2024-08-27 15:28:01+00,Day,NEOWIN,FUTEBOL,5,472.5
BRASIL,TC,ESPN,2024-08-27 15:28:16+00,Day,LUCKY LINE,FUTEBOL,5,472.5
BRASIL,TC,ESPN,2024-08-27 15:29:01+00,Day,NEOWIN,FUTEBOL,5,472.5
BRASIL,TC,ESPN,2024-08-27 15:29:11+00,Day,LUCKY LINE,FUTEBOL,5,472.5
BRASIL,TC,SPORTV 3,2024-08-27 15:32:01+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,120
BRASIL,TC,ESPN3,2024-08-27 15:32:48+00,Day,SPORTFLIX,BONUS,30,400
BRASIL,TC,ESPN3,2024-08-27 15:34:43+00,Day,NEOWIN,FUTEBOL,5,150
BRASIL,TC,ESPN3,2024-08-27 15:34:53+00,Day,WINSHARK,FUTEBOL,5,150
BRASIL,TC,ESPN3,2024-08-27 15:36:01+00,Day,WINSHARK,"2024-08-27 COPA DA ALEMANHA ",30,400
BRASIL,TC,TNT,2024-08-27 15:36:14+00,Day,SPORTFLIX,BONUS,30,2400
BRASIL,TC,TNT,2024-08-27 15:37:14+00,Day,MEGAGAME,ABRA SUA CONTA,30,2400
BRASIL,TC,TNT,2024-08-27 15:38:14+00,Day,BETACTION,APOSTA FUTURO,30,2400
BRASIL,TC,ESPN6,2024-08-27 15:38:51+00,Day,SPORTFLIX,BONUS,30,190
BRASIL,TV,SBT,2024-08-27 15:40:04+00,Day,DUOMATCH,SBT FUTEBOL,5,385.95
BRASIL,TV,SBT,2024-08-27 15:40:55+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,1029.2
BRASIL,TV,SBT RIO,2024-08-27 15:40:59+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,
BRASIL,TC,ESPN5,2024-08-27 15:46:34+00,Day,MEGAGAME,SAQUES SUPER RAPIDOS,60,380
BRASIL,TV,SBT,2024-08-27 15:47:05+00,Day,PLAYSTREAM,SBT FUTEBOL,5,385.95
BRASIL,TV,SBT RIO,2024-08-27 15:47:09+00,Day,PLAYSTREAM,SBT FUTEBOL,5,
BRASIL,TV,SBT,2024-08-27 15:48:00+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,33043.6
BRASIL,TV,SBT RIO,2024-08-27 15:48:03+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,
BRASIL,TC,SPORTV 2,2024-08-27 15:48:58+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,360
BRASIL,TC,ESPN,2024-08-27 15:51:04+00,Day,NEOWIN,FUTEBOL 360,5,472.5
BRASIL,TC,ESPN,2024-08-27 15:51:14+00,Day,LUCKY LINE,FUTEBOL 360,5,472.5
BRASIL,TC,ESPN,2024-08-27 15:51:20+00,Day,WINSHARK,PAI VICARI 30,30,1260
BRASIL,TC,SPORTV 3,2024-08-27 15:52:48+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,120
BRASIL,TC,ESPN,2024-08-27 15:54:23+00,Day,SPORTFLIX,BONUS,30,1260
BRASIL,TC,ESPN,2024-08-27 15:56:05+00,Day,NEOWIN,FUTEBOL,5,472.5
BRASIL,TC,ESPN,2024-08-27 15:56:15+00,Day,LUCKY LINE,FUTEBOL,5,472.5
BRASIL,TC,ESPN4,2024-08-27 15:56:27+00,Day,NEOWIN,FUTEBOL,5,375
BRASIL,TC,ESPN4,2024-08-27 15:56:37+00,Day,WINSHARK,FUTEBOL,5,375
BRASIL,TC,ESPN4,2024-08-27 15:56:41+00,Day,MEGAGAME,SUPER BONUS 500,30,1000
BRASIL,TC,BANDSPORTS,2024-08-27 15:56:48+00,Day,SPORTSBOOKIE,SEMPRE ESQUENTA O JOGO A,30,2122
BRASIL,RD,GLOBO FM 98.1,2024-08-27 15:57:10+00,Day,BETACTION,PROFETA,29,354
BRASIL,TC,ESPN6,2024-08-27 15:57:12+00,Day,MEGAGAME,SAQUES SUPER RAPIDOS,60,380
BRASIL,TC,ESPN3,2024-08-27 15:59:11+00,Day,WINSHARK,2024-08-27 COPA DA ALEMANHA B,15,300
BRASIL,TC,ESPN4,2024-08-27 16:00:28+00,Day,NEOWIN,FUTEBOL,5,375
BRASIL,TC,ESPN4,2024-08-27 16:00:38+00,Day,LUCKY LINE,FUTEBOL,5,375
BRASIL,TC,ESPN6,2024-08-27 16:16:02+00,Day,MEGAGAME,ABRA SUA CONTA,30,190
BRASIL,TC,ESPN3,2024-08-27 16:16:06+00,Day,WINSHARK,2024-08-27 COPA DA ALEMANHA C,10,200
BRASIL,TV,BANDEIRANTES,2024-08-27 16:19:00+00,Day,COMBAT STREAM,TODOS EVENTOS AO VIVO POR 24 90,30,6591.2
BRASIL,TC,SPORTV,2024-08-27 16:19:28+00,Day,SPORTFLIX,BONUS,30,2032
BRASIL,TC,SPORTV,2024-08-27 16:21:28+00,Day,NEOWIN,CRIADOR DE APOSTAS,30,2032
BRASIL,RD,CBN FM 92.5,2024-08-27 16:22:35+00,Day,BETACTION,E SEM IGUAL,29,323.2
BRASIL,TC,SPORTV,2024-08-27 16:28:23+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,2032
BRASIL,TC,ESPN3,2024-08-27 16:35:30+00,Day,NEOWIN,FLASH BETS,30,400
BRASIL,TC,ESPN3,2024-08-27 16:38:00+00,Day,WINSHARK,PAI VICARI 30,30,400
BRASIL,TC,ESPN3,2024-08-27 16:40:09+00,Day,NEOWIN,CRIADOR DE APOSTAS,30,400
BRASIL,TC,SPORTV 3,2024-08-27 16:41:50+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,120
BRASIL,TC,ESPN3,2024-08-27 16:45:37+00,Day,WINSHARK,DIA DE TRABALHO 30A,30,400
BRASIL,TC,ESPN,2024-08-27 16:47:42+00,Day,NEOWIN,FLASH BETS,30,1260
BRASIL,TC,ESPN3,2024-08-27 16:48:07+00,Day,MEGAGAME,SUPER BONUS 500,30,400
BRASIL,TC,ESPN,2024-08-27 16:49:13+00,Day,LUCKY LINE,TIME GRANDE,30,1260
BRASIL,TC,SPORTV 3,2024-08-27 16:50:11+00,Day,FOOTY MANAGER,DEFINICAO,30,120
BRASIL,TV,SBT,2024-08-27 16:52:04+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,1029.2
BRASIL,TV,SBT RIO,2024-08-27 16:52:08+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,
BRASIL,TC,ESPN4,2024-08-27 16:56:01+00,Day,LUCKY LINE,TIME GRANDE,30,1000
BRASIL,RD,TUPI FM 96.5,2024-08-27 16:57:01+00,Day,BETACTION,SAQUE PIX,31,865.4
BRASIL,TC,TNT,2024-08-27 16:57:12+00,Day,SPORTFLIX,BONUS,30,2400
BRASIL,TC,TNT,2024-08-27 16:58:12+00,Day,MEGAGAME,ABRA SUA CONTA,30,2400
BRASIL,TC,ESPN3,2024-08-27 16:59:09+00,Day,WINSHARK,2024-08-27 COPA DA ALEMANHA D,10,200
BRASIL,TC,TNT,2024-08-27 16:59:12+00,Day,BETACTION,APOSTA FUTURO,30,2400
BRASIL,TC,ESPN,2024-08-27 16:59:18+00,Day,LUCKY LINE,TIME GRANDE,30,1260
BRASIL,TV,SBT,2024-08-27 16:59:26+00,Day,NEOWIN,BONUS 500 REAIS,30,33043.6
BRASIL,TV,SBT RIO,2024-08-27 16:59:29+00,Day,NEOWIN,BONUS 500 REAIS,30,
BRASIL,TC,ESPN,2024-08-27 17:00:47+00,Day,NEOWIN,CRIADOR DE APOSTAS,30,1260
BRASIL,TC,ESPN4,2024-08-27 17:02:37+00,Day,NEOWIN,CRIADOR DE APOSTAS,30,1000
BRASIL,RD,GLOBO FM 98.1,2024-08-27 17:04:48+00,Day,BETACTION,PROFETA,29,354
BRASIL,RD,TUPI FM 96.5,2024-08-27 17:16:14+00,Day,BETACTION,COTACAO PROFETA,29,865.4
BRASIL,RD,CBN FM 92.5,2024-08-27 17:21:05+00,Day,BETACTION,E SEM IGUAL,29,323.2
BRASIL,TC,ESPN3,2024-08-27 17:24:09+00,Day,WINSHARK,2024-08-27 COPA DA ALEMANHA E,15,300
BRASIL,TC,ESPN5,2024-08-27 17:29:23+00,Day,MEGAGAME,CICLISMO,5,71.25
BRASIL,TC,MULTISHOW,2024-08-27 17:31:11+00,Day,FOOTY MANAGER,DEFINICAO,30,
BRASIL,RD,TUPI FM 96.5,2024-08-27 17:32:02+00,Day,BETACTION,PROFETA,29,865.4
BRASIL,RD,TUPI FM 96.5,2024-08-27 17:36:53+00,Day,BETACTION,E SEM IGUAL,29,865.4
BRASIL,TC,ESPN3,2024-08-27 17:37:43+00,Day,NEOWIN,FUTEBOL,5,150
BRASIL,TC,ESPN3,2024-08-27 17:37:53+00,Day,WINSHARK,FUTEBOL,5,150
BRASIL,TC,STAR CHANNEL,2024-08-27 17:49:55+00,Day,SPORTFLIX,BONUS,30,
BRASIL,TC,SPORTV 2,2024-08-27 17:53:43+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,360
BRASIL,TC,ESPN6,2024-08-27 17:54:09+00,Day,MEGAGAME,SUPERSOCIAL,15,142.5
BRASIL,TC,SPORTV,2024-08-27 17:57:18+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,2032
BRASIL,TC,MULTISHOW,2024-08-27 17:57:22+00,Day,STARWAGER,E O HIT B,31,
BRASIL,TC,ESPN,2024-08-27 17:58:50+00,Day,NEOWIN,FUTEBOL,5,472.5
BRASIL,TC,ESPN,2024-08-27 17:59:00+00,Day,LUCKY LINE,FUTEBOL,5,472.5
BRASIL,TC,ESPN,2024-08-27 17:59:05+00,Day,MEGAGAME,SUPER BONUS 500,30,1260
BRASIL,TC,SPORTV,2024-08-27 17:59:24+00,Day,BETACTION,TA NA AREA,5,762
BRASIL,TC,SPORTV,2024-08-27 17:59:29+00,Day,BETACTION,APOSTA FUTURO,30,2032
BRASIL,TV,SBT,2024-08-27 18:03:16+00,Primetime,PLAYSTREAM,SBT FUTEBOL,5,12391.35
BRASIL,TV,SBT RIO,2024-08-27 18:03:20+00,Primetime,PLAYSTREAM,SBT FUTEBOL,5,
BRASIL,RD,Rádio Itatiaia 1120 AM/89.3 FM,2024-08-27 18:05:19+00,Primetime,SEVEN WAGERS,JOGOS ON LINE,56,
BRASIL,RD,Rádio Integração 90.9 FM,2024-08-27 18:05:20+00,Primetime,SEVEN WAGERS,JOGOS ON LINE,56,
BRASIL,RD,Rádio São João Del Rei 970 AM,2024-08-27 18:05:36+00,Primetime,SEVEN WAGERS,BET7K A,56,
BRASIL,TC,ESPN,2024-08-27 18:09:17+00,Primetime,WINSHARK,ESPN FC,5,1327.5
BRASIL,TC,ESPN,2024-08-27 18:09:27+00,Primetime,WINSHARK,PAI VICARI 30,30,3540
BRASIL,TC,ESPN,2024-08-27 18:12:12+00,Primetime,NEOWIN,FLASH BETS,30,3540
BRASIL,TC,ESPN,2024-08-27 18:17:57+00,Primetime,WINSHARK,2024-08-27 ESPN FC,301,7080
BRASIL,TC,STAR CHANNEL,2024-08-27 18:20:16+00,Primetime,MEGAGAME,SAQUES SUPER RAPIDOS,60,
BRASIL,RD,Rádio 102.3 FM,2024-08-27 18:20:56+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio 102.3 FM,2024-08-27 18:20:56+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Vale do Aço 102.3 FM,2024-08-27 18:20:56+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia 1120 AM/89.3 FM,2024-08-27 18:20:56+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Integração 90.9 FM,2024-08-27 18:20:57+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Vale do Aço 102.3 FM,2024-08-27 18:20:57+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio 102.3 FM,2024-08-27 18:20:57+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio São João Del Rei 970 AM,2024-08-27 18:21:14+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,TC,SPORTV 3,2024-08-27 18:21:53+00,Primetime,FOOTY MANAGER,DEFINICAO,30,310
BRASIL,TC,TNT,2024-08-27 18:24:38+00,Primetime,SPORTFLIX,BONUS,30,5000
BRASIL,TC,TNT,2024-08-27 18:25:38+00,Primetime,MEGAGAME,ABRA SUA CONTA,30,5000
BRASIL,TC,TNT,2024-08-27 18:26:38+00,Primetime,BETACTION,APOSTA FUTURO,30,5000
BRASIL,TC,SPORTV,2024-08-27 18:30:44+00,Primetime,WINNERX,DIA DE JOGO,30,5600
BRASIL,TC,SPORTV,2024-08-27 18:32:14+00,Primetime,FOOTY MANAGER,DEFINICAO,30,5600
BRASIL,RD,Rádio Itatiaia 1120 AM/89.3 FM,2024-08-27 18:35:55+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Integração 90.9 FM,2024-08-27 18:35:56+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio São João Del Rei 970 AM,2024-08-27 18:36:14+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,TC,SPORTV,2024-08-27 18:41:20+00,Primetime,SPORTFLIX,BONUS,30,5600
BRASIL,RD,Rádio Itatiaia 1120 AM/89.3 FM,2024-08-27 18:45:36+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Integração 90.9 FM,2024-08-27 18:45:38+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio São João Del Rei 970 AM,2024-08-27 18:45:56+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,TC,ESPN3,2024-08-27 18:57:53+00,Primetime,NEOWIN,FUTEBOL,5,285
BRASIL,TC,ESPN3,2024-08-27 18:58:03+00,Primetime,WINSHARK,FUTEBOL,5,285
BRASIL,TC,ESPN3,2024-08-27 18:58:19+00,Primetime,MEGAGAME,SUPERSOCIAL,15,570
BRASIL,TC,ESPN6,2024-08-27 18:59:41+00,Primetime,NEOWIN,FUTEBOL,5,127.5
BRASIL,TC,ESPN6,2024-08-27 18:59:51+00,Primetime,LUCKY LINE,FUTEBOL,5,127.5
BRASIL,RD,TUPI FM 96.5,2024-08-27 19:02:22+00,Primetime,BETACTION,CARIOCA DE VERDADE,24,865.4
BRASIL,TC,BANDSPORTS,2024-08-27 19:05:36+00,Primetime,SPORTFLIX,BONUS DE ATE 1000,15,2173.8
BRASIL,TC,BANDSPORTS,2024-08-27 19:05:51+00,Primetime,DEEPWAVE,PROMOCAO MARCA,30,2898.4
BRASIL,TC,ESPN2,2024-08-27 19:05:54+00,Primetime,SPORTFLIX,ESPN TENIS,5,697.5
BRASIL,TC,ESPN2,2024-08-27 19:06:19+00,Primetime,MEGAGAME,TENIS,5,697.5
BRASIL,TC,ESPN2,2024-08-27 19:07:04+00,Primetime,MEGAGAME,SUPER BONUS 500,30,1860
BRASIL,TV,REDE TV!,2024-08-27 19:07:35+00,Primetime,SOUTHWIN,DETERMINACAO,30,32880
BRASIL,TC,BANDSPORTS,2024-08-27 19:08:21+00,Primetime,SPORTSBOOKIE,SEMPRE ESQUENTA O JOGO A,30,2898.4
BRASIL,TC,ESPN3,2024-08-27 19:10:18+00,Primetime,MEGAGAME,GOLF,5,285
BRASIL,TC,ESPN3,2024-08-27 19:11:23+00,Primetime,MEGAGAME,SUPER BONUS DE 500 A,15,570
BRASIL,TC,ESPN2,2024-08-27 19:18:18+00,Primetime,SPORTFLIX,BONUS,30,1860
BRASIL,TC,ESPN5,2024-08-27 19:21:31+00,Primetime,SPORTFLIX,BONUS,30,340
BRASIL,TC,TNT,2024-08-27 19:22:23+00,Primetime,SPORTFLIX,BONUS,30,5000
BRASIL,TC,TNT,2024-08-27 19:23:23+00,Primetime,MEGAGAME,ABRA SUA CONTA,30,5000
BRASIL,TC,TNT,2024-08-27 19:24:23+00,Primetime,BETACTION,APOSTA FUTURO,30,5000
BRASIL,TC,ESPN,2024-08-27 19:26:23+00,Primetime,WINSHARK,ESPN FC,5,1327.5
BRASIL,TC,ESPN,2024-08-27 19:26:29+00,Primetime,WINSHARK,DIA DE TRABALHO 30A,30,3540
BRASIL,TC,ESPN,2024-08-27 19:28:59+00,Primetime,SPORTFLIX,BONUS,30,3540
BRASIL,TV,GLOBO RIO,2024-08-27 19:29:39+00,Primetime,PLAYSTREAM,TO NAAADA,16,7641
BRASIL,TV,GLOBO RIO,2024-08-27 19:30:38+00,Primetime,BETACTION,APOSTA FUTURO,30,10188
BRASIL,RD,JOVEM PAN FM,2024-08-27 19:34:33+00,Primetime,DUOMATCH,MAXIMA DIVERSAO,30,
BRASIL,TC,ESPN,2024-08-27 19:36:10+00,Primetime,WINSHARK,ESPN FC,5,1327.5
BRASIL,TC,ESPN,2024-08-27 19:36:20+00,Primetime,WINSHARK,PAI VICARI 30,30,3540
BRASIL,TC,ESPN,2024-08-27 19:37:50+00,Primetime,SPORTFLIX,BONUS,30,3540
BRASIL,TC,ESPN,2024-08-27 19:39:20+00,Primetime,LUCKY LINE,TIME GRANDE,30,3540
BRASIL,TC,STAR CHANNEL,2024-08-27 19:44:55+00,Primetime,SPORTFLIX,BONUS,30,
BRASIL,TC,ESPN,2024-08-27 19:50:44+00,Primetime,WINSHARK,2024-08-27 ESPN FC B,304,7080
BRASIL,TV,GLOBO,2024-08-27 19:56:59+00,Primetime,BETACTION,APOSTA FUTURO,30,25851.6
BRASIL,TC,ESPN5,2024-08-27 19:57:13+00,Primetime,LUCKY LINE,TIME GRANDE,30,340
BRASIL,TC,MULTISHOW,2024-08-27 19:57:18+00,Primetime,STARWAGER,E O HIT,30,
BRASIL,RD,Rádio Itatiaia 100.3 FM,2024-08-27 20:05:06+00,Primetime,STARWAGER,2023-04-12 JORNADA ESPORTIVA F,8,
BRASIL,RD,GLOBO FM 98.1,2024-08-27 20:12:13+00,Primetime,BETACTION,E SEM IGUAL,29,354
BRASIL,TV,SBT,2024-08-27 20:12:31+00,Primetime,PLAYSTREAM,SBT FUTEBOL,5,11182.5
BRASIL,TC,BANDSPORTS,2024-08-27 20:12:42+00,Primetime,SPORTSBOOKIE,SEMPRE ESQUENTA O JOGO A,30,2898.4
BRASIL,TV,SBT,2024-08-27 20:13:27+00,Primetime,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,29820
BRASIL,TV,SBT RIO,2024-08-27 20:13:30+00,Primetime,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,6586.4
BRASIL,TC,BANDSPORTS,2024-08-27 20:14:01+00,Primetime,DEEPWAVE,PROMOCAO MARCA,30,2898.4
BRASIL,TV,SBT,2024-08-27 20:15:11+00,Primetime,NEOWIN,BONUS 500 REAIS,30,29820
BRASIL,TV,SBT RIO,2024-08-27 20:15:15+00,Primetime,NEOWIN,BONUS 500 REAIS,30,6586.4
BRASIL,TV,REDE TV!,2024-08-27 20:19:12+00,Primetime,SOUTHWIN,5 ANOS W,30,32880
BRASIL,TC,DISCOVERY CHANNEL,2024-08-27 20:29:07+00,Primetime,SPORTFLIX,BONUS DE ATE 1000,15,2535
BRASIL,TC,STAR CHANNEL,2024-08-27 20:34:00+00,Primetime,SPORTFLIX,BONUS,30,
BRASIL,RD,GLOBO FM 98.1,2024-08-27 20:38:30+00,Primetime,BETACTION,COTACAO PROFETA,29,354
BRASIL,TC,MULTISHOW,2024-08-27 20:44:34+00,Primetime,STARWAGER,E O HIT B,31,
BRASIL,RD,TUPI FM 96.5,2024-08-27 20:47:24+00,Primetime,BETACTION,SAQUE PIX,31,865.4
BRASIL,TV,BANDEIRANTES,2024-08-27 20:55:22+00,Primetime,HOUSE OF WAGERS,CASA DO BRASIL 30,30,12712.2
BRASIL,TV,GLOBO RIO,2024-08-27 20:56:31+00,Primetime,BETACTION,APOSTA FUTURO,30,17820
BRASIL,TV,GLOBO,2024-08-27 20:56:32+00,Primetime,BETACTION,APOSTA FUTURO,30,33175
BRASIL,RD,GLOBO FM 98.1,2024-08-27 21:00:28+00,Primetime,BETACTION,E SEM IGUAL,29,354
BRASIL,TC,ESPN5,2024-08-27 21:00:34+00,Primetime,SPORTFLIX,BONUS,30,340
BRASIL,TC,ESPN,2024-08-27 21:06:01+00,Primetime,WINSHARK,DIA DE TRABALHO 30A,30,3540
BRASIL,TC,ESPN,2024-08-27 21:06:31+00,Primetime,MEGAGAME,SUPER BONUS 500,30,3540
BRASIL,TC,ESPN,2024-08-27 21:08:51+00,Primetime,MEGAGAME,SPORTSCENTER,5,1327.5
BRASIL,TC,CNN BRASIL,2024-08-27 21:11:30+00,Primetime,WINNERX,DIA DE JOGO,30,3400
BRASIL,TC,SPORTV,2024-08-27 21:12:40+00,Primetime,HOUSE OF WAGERS,BRASILEIRAO SERIE B,5,2100
