país,medio,canal,fecha_hora,segmento,marca,versión,duración,valor_dolares
BRASIL,TC,ESPN4,2024-08-26 20:43:11+00,Primetime,SPORTFLIX,BONUS,30,1860
BRASIL,TC,STAR CHANNEL,2024-08-26 20:49:42+00,Primetime,SPORTFLIX,BONUS,30,
BRASIL,TC,BANDSPORTS,2024-08-26 20:51:03+00,Primetime,DEEPWAVE,PROMOCAO MARCA,30,2898.4
BRASIL,TC,FX,2024-08-26 20:52:41+00,Primetime,SPORTFLIX,BONUS,30,2440
BRASIL,TC,ESPN4,2024-08-26 20:53:23+00,Primetime,SPORTFLIX,BONUS,30,1860
BRASIL,TC,ESPN3,2024-08-26 20:54:48+00,Primetime,NEOWIN,FUTEBOL,5,285
BRASIL,TC,ESPN3,2024-08-26 20:54:58+00,Primetime,WINSHARK,FUTEBOL,5,285
BRASIL,TC,ESPN4,2024-08-26 20:55:04+00,Primetime,NEOWIN,FUTEBOL,5,697.5
BRASIL,TC,ESPN4,2024-08-26 20:55:14+00,Primetime,LUCKY LINE,FUTEBOL,5,697.5
BRASIL,TC,SPORTV,2024-08-26 20:57:00+00,Primetime,PLAYSTREAM,ENTRA CONFIANTE,30,5600
BRASIL,TC,ESPN,2024-08-26 21:03:51+00,Primetime,MEGAGAME,SPORTSCENTER,5,1327.5
BRASIL,TC,ESPN,2024-08-26 21:03:56+00,Primetime,MEGAGAME,SUPER BONUS 500,30,3540
BRASIL,TC,FX,2024-08-26 21:18:45+00,Primetime,SPORTFLIX,BONUS,30,2440
BRASIL,TC,ESPN5,2024-08-26 21:21:46+00,Primetime,SPORTFLIX,BONUS,30,340
BRASIL,TC,ESPN,2024-08-26 21:31:58+00,Primetime,WINSHARK,PAI VICARI 30,30,3540
BRASIL,TC,ESPN,2024-08-26 21:34:58+00,Primetime,MEGAGAME,BASQUETE,15,2655
BRASIL,TC,ESPN,2024-08-26 21:35:23+00,Primetime,MEGAGAME,CICLISMO,5,1327.5
BRASIL,TC,ESPN5,2024-08-26 21:37:37+00,Primetime,NEOWIN,FUTEBOL,5,127.5
BRASIL,TC,ESPN5,2024-08-26 21:37:47+00,Primetime,WINSHARK,FUTEBOL,5,127.5
BRASIL,TV,REDE TV!,2024-08-26 21:42:18+00,Primetime,SOUTHWIN,PREMIOS EE,30,15986
BRASIL,TV,REDE TV!,2024-08-26 21:44:19+00,Primetime,SOUTHWIN,5 ANOS W,30,15986
BRASIL,TC,SPORTV 3,2024-08-26 21:46:04+00,Primetime,FOOTY MANAGER,DEFINICAO,30,310
BRASIL,TC,CNN BRASIL,2024-08-26 21:46:12+00,Primetime,BETACTION,CNN ESPORTES,5,1275
BRASIL,TC,STAR CHANNEL,2024-08-26 21:48:17+00,Primetime,SPORTFLIX,BONUS,30,
BRASIL,TC,ESPN4,2024-08-26 21:49:14+00,Primetime,NEOWIN,CRIADOR DE APOSTAS,30,1860
BRASIL,TC,ESPN,2024-08-26 21:50:53+00,Primetime,MEGAGAME,SPORTSCENTER,5,1327.5
BRASIL,TC,ESPN,2024-08-26 21:50:57+00,Primetime,MEGAGAME,ABRA SUA CONTA,30,3540
BRASIL,TC,SPORTV,2024-08-26 21:53:13+00,Primetime,PLAYSTREAM,ENTRA CONFIANTE,30,5600
BRASIL,TC,ESPN,2024-08-26 21:53:53+00,Primetime,SPORTFLIX,ESPN TENIS,5,1327.5
BRASIL,TC,ESPN,2024-08-26 21:54:18+00,Primetime,MEGAGAME,TENIS,5,1327.5
BRASIL,TC,ESPN4,2024-08-26 21:55:11+00,Primetime,NEOWIN,FLASH BETS,30,1860
BRASIL,TC,ESPN,2024-08-26 21:56:47+00,Primetime,SPORTFLIX,ESPN TENIS,5,1327.5
BRASIL,TC,ESPN4,2024-08-26 21:57:11+00,Primetime,LUCKY LINE,TIME GRANDE,30,1860
BRASIL,TC,SPORTV,2024-08-26 21:57:35+00,Primetime,SPORTFLIX,BONUS,30,5600
BRASIL,TC,ESPN,2024-08-26 21:58:54+00,Primetime,SPORTFLIX,BONUS,30,3540
BRASIL,TC,SPORTV,2024-08-26 21:59:05+00,Primetime,NEOWIN,FLASH BETS,30,5600
BRASIL,TV,REDE TV!,2024-08-26 21:59:23+00,Primetime,SOUTHWIN,DETERMINACAO,30,15986
BRASIL,TC,ESPN,2024-08-26 22:00:30+00,Primetime,BET4FUN,RESENHA,5,1327.5
BRASIL,TC,ESPN4,2024-08-26 22:00:39+00,Primetime,LUCKY LINE,TIME GRANDE,30,1860
BRASIL,TV,GLOBO,2024-08-26 22:09:42+00,Primetime,BETACTION,APOSTA FUTURO,30,35802.6
BRASIL,TC,AXN,2024-08-26 22:09:58+00,Primetime,SPORTFLIX,BONUS DE ATE 1000,15,
BRASIL,TV,GLOBO RIO,2024-08-26 22:10:10+00,Primetime,BETACTION,APOSTA FUTURO,30,24411.8
BRASIL,TV,BANDEIRANTES,2024-08-26 22:16:09+00,Primetime,HOUSE OF WAGERS,PERRENGUE DO DIA,5,1574.25
BRASIL,TV,SBT,2024-08-26 22:20:04+00,Primetime,PLAYSTREAM,SBT FUTEBOL,5,8917.5
BRASIL,TV,GLOBO,2024-08-26 22:23:48+00,Primetime,STARWAGER,ESTRELA DA CASA,5,6223.28
BRASIL,TC,DISCOVERY CHANNEL,2024-08-26 22:26:00+00,Primetime,SPORTFLIX,BONUS DE ATE 1000,15,2535
BRASIL,TC,CNN BRASIL,2024-08-26 22:44:22+00,Primetime,BETACTION,CNN ESPORTES,5,1275
BRASIL,TC,ESPN,2024-08-26 22:54:49+00,Primetime,BET4FUN,RESENHA,5,1327.5
BRASIL,TC,ESPN,2024-08-26 22:54:55+00,Primetime,BET4FUN,VEM PRO PLAY,30,3540
BRASIL,TC,BANDSPORTS,2024-08-26 22:58:46+00,Primetime,DEEPWAVE,PROMOCAO MARCA,30,2898.4
BRASIL,TC,ESPN4,2024-08-26 23:00:14+00,Primetime,NEOWIN,FUTEBOL,5,697.5
BRASIL,TC,ESPN4,2024-08-26 23:00:24+00,Primetime,LUCKY LINE,FUTEBOL,5,697.5
BRASIL,TC,ESPN4,2024-08-26 23:00:29+00,Primetime,MEGAGAME,ABRA SUA CONTA,30,1860
BRASIL,TC,ESPN,2024-08-26 23:01:14+00,Primetime,BET4FUN,VEM PRO PLAY,30,3540
BRASIL,TC,FX,2024-08-26 23:02:14+00,Primetime,SPORTFLIX,BONUS,30,2440
BRASIL,TC,ESPN,2024-08-26 23:04:00+00,Primetime,MEGAGAME,LINHA DE PASSE,5,1327.5
BRASIL,TC,ESPN,2024-08-26 23:04:15+00,Primetime,MEGAGAME,SUPER BONUS 500,30,3540
BRASIL,TV,GLOBO,2024-08-26 23:06:51+00,Primetime,STARWAGER,ESTRELA DA CASA,5,6223.28
BRASIL,TC,ESPN3,2024-08-26 23:12:30+00,Primetime,SPORTFLIX,BONUS,30,760
BRASIL,TC,ESPN4,2024-08-26 23:12:38+00,Primetime,MEGAGAME,SUPER BONUS 500,30,1860
BRASIL,TC,ESPN4,2024-08-26 23:13:42+00,Primetime,NEOWIN,FUTEBOL,5,697.5
BRASIL,TC,ESPN4,2024-08-26 23:13:57+00,Primetime,LUCKY LINE,FUTEBOL,5,697.5
BRASIL,RD,Rádio Vale do Aço 102.3 FM,2024-08-26 23:15:14+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Vale do Aço 102.3 FM,2024-08-26 23:15:15+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,TC,FX,2024-08-26 23:22:19+00,Primetime,SPORTFLIX,BONUS,30,2440
BRASIL,TC,AXN,2024-08-26 23:29:11+00,Primetime,SPORTFLIX,NOVO BONUS S,15,
BRASIL,RD,TUPI FM 96.5,2024-08-26 23:29:53+00,Primetime,BETACTION,CARIOCA DE VERDADE,24,865.4
BRASIL,TC,ESPN4,2024-08-26 23:30:26+00,Primetime,NEOWIN,FUTEBOL,5,697.5
BRASIL,TC,ESPN4,2024-08-26 23:30:36+00,Primetime,WINSHARK,FUTEBOL,5,697.5
BRASIL,TV,BANDEIRANTES,2024-08-26 23:41:49+00,Primetime,COMBAT STREAM,TODOS EVENTOS AO VIVO POR 24 90,30,4540.8
BRASIL,TC,FX,2024-08-26 23:43:40+00,Primetime,SPORTFLIX,BONUS,30,2440
BRASIL,TC,ESPN3,2024-08-26 23:46:10+00,Primetime,NEOWIN,FUTEBOL,5,285
BRASIL,TC,ESPN3,2024-08-26 23:46:20+00,Primetime,LUCKY LINE,FUTEBOL,5,285
BRASIL,TC,SPORTV,2024-08-26 23:51:05+00,Primetime,BETACTION,BOLEIRAGEM,5,2100
BRASIL,TC,SPORTV,2024-08-26 23:51:10+00,Primetime,BETACTION,BOLEIRAGEM,5,2100
BRASIL,TC,SPORTV,2024-08-26 23:51:15+00,Primetime,BETACTION,APOSTA FUTURO,30,5600
BRASIL,TV,GLOBO,2024-08-26 23:53:23+00,Primetime,BETACTION,COPA DO BRASIL,5,5069.93
BRASIL,TC,ESPN,2024-08-26 23:56:44+00,Primetime,MEGAGAME,LINHA DE PASSE,5,1327.5
BRASIL,TC,ESPN,2024-08-26 23:57:28+00,Primetime,MEGAGAME,ABRA SUA CONTA,30,3540
BRASIL,TC,ESPN6,2024-08-26 23:57:55+00,Primetime,SPORTFLIX,BONUS,30,340
BRASIL,TC,DISCOVERY CHANNEL,2024-08-27 00:01:17+00,Primetime,SPORTFLIX,BONUS DE ATE 1000,15,2535
BRASIL,TC,FX,2024-08-27 00:02:14+00,Primetime,SPORTFLIX,BONUS,30,2440
BRASIL,TC,ESPN6,2024-08-27 00:02:26+00,Primetime,MEGAGAME,ABRA SUA CONTA,30,340
BRASIL,TC,FX,2024-08-27 00:03:14+00,Primetime,SPORTFLIX,BONUS,30,2440
BRASIL,TC,SPORTV 2,2024-08-27 00:07:53+00,Primetime,FOOTY MANAGER,DEFINICAO,30,1132
BRASIL,TV,SBT,2024-08-27 00:10:43+00,Primetime,DUOMATCH,ARENA SBT,5,7350
BRASIL,TV,SBT,2024-08-27 00:11:18+00,Primetime,DUOMATCH,AS MELHORES ODDS,30,19600
BRASIL,TV,SBT,2024-08-27 00:13:04+00,Primetime,ELITEBET,A BET DOS VIPS S,30,19600
BRASIL,TV,SBT,2024-08-27 00:16:55+00,Primetime,PLAYSTREAM,SBT FUTEBOL,5,7350
BRASIL,TC,SPORTV,2024-08-27 00:20:20+00,Primetime,WINNERX,DIA DE JOGO,30,5600
BRASIL,TV,BANDEIRANTES,2024-08-27 00:21:21+00,Primetime,HOUSE OF WAGERS,ESPORTE TOTAL,5,1324.73
BRASIL,TC,ESPN,2024-08-27 00:22:27+00,Primetime,SPORTFLIX,BONUS,30,3540
BRASIL,TC,ESPN4,2024-08-27 00:22:31+00,Primetime,WINSHARK,DIA DE TRABALHO 30A,30,1860
BRASIL,TC,BANDSPORTS,2024-08-27 00:23:25+00,Primetime,DEEPWAVE,PROMOCAO MARCA,30,2898.4
BRASIL,TC,ESPN4,2024-08-27 00:27:31+00,Primetime,NEOWIN,CRIADOR DE APOSTAS,30,1860
BRASIL,TV,SBT,2024-08-27 00:31:26+00,Primetime,DUOMATCH,ARENA SBT,5,7350
BRASIL,TV,SBT,2024-08-27 00:32:16+00,Primetime,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,19600
BRASIL,TC,ESPN3,2024-08-27 00:35:56+00,Primetime,SPORTFLIX,BONUS,30,760
BRASIL,RD,TUPI FM 96.5,2024-08-27 00:39:38+00,Primetime,BETACTION,CARIOCA DE VERDADE,24,865.4
BRASIL,TC,CNN BRASIL,2024-08-27 00:40:45+00,Primetime,BETACTION,CNN ESPORTES,5,1275
BRASIL,TC,ESPN,2024-08-27 00:40:56+00,Primetime,WINSHARK,PAI VICARI 15,15,2655
BRASIL,TC,ESPN,2024-08-27 00:42:21+00,Primetime,SPORTFLIX,ESPN TENIS,5,1327.5
BRASIL,TC,ESPN,2024-08-27 00:42:46+00,Primetime,MEGAGAME,TENIS,5,1327.5
BRASIL,TC,ESPN,2024-08-27 00:45:11+00,Primetime,SPORTFLIX,ESPN TENIS,5,1327.5
BRASIL,TC,ESPN3,2024-08-27 00:45:36+00,Primetime,MEGAGAME,RUGBY,5,285
BRASIL,TC,ESPN,2024-08-27 00:54:29+00,Primetime,NEOWIN,FUTEBOL,5,1327.5
BRASIL,TC,ESPN,2024-08-27 00:54:39+00,Primetime,WINSHARK,FUTEBOL,5,1327.5
BRASIL,TC,ESPN3,2024-08-27 00:56:10+00,Primetime,NEOWIN,FUTEBOL,5,285
BRASIL,TC,ESPN3,2024-08-27 00:56:20+00,Primetime,WINSHARK,FUTEBOL,5,285
BRASIL,TC,ESPN3,2024-08-27 00:57:21+00,Primetime,NEOWIN,FUTEBOL,5,285
BRASIL,TC,ESPN3,2024-08-27 00:57:31+00,Primetime,LUCKY LINE,FUTEBOL,5,285
BRASIL,TC,ESPN2,2024-08-27 01:05:25+00,Primetime,NEOWIN,FUTEBOL,5,697.5
BRASIL,TC,ESPN2,2024-08-27 01:05:40+00,Primetime,NEOWIN,FUTEBOL,5,697.5
BRASIL,TC,ESPN2,2024-08-27 01:05:50+00,Primetime,WINSHARK,FUTEBOL,5,697.5
BRASIL,TV,SBT,2024-08-27 01:22:57+00,Primetime,PLAYSTREAM,SBT FUTEBOL,5,5812.5
BRASIL,TC,CNN BRASIL,2024-08-27 01:24:34+00,Primetime,WINNERX,DOMINGO COM BENJA,5,159
BRASIL,TV,GLOBO,2024-08-27 01:24:58+00,Primetime,STARWAGER,E SO CADASTRAR,15,4306.05
BRASIL,TC,ESPN4,2024-08-27 01:28:52+00,Primetime,NEOWIN,FUTEBOL,5,697.5
BRASIL,TC,ESPN4,2024-08-27 01:29:02+00,Primetime,WINSHARK,FUTEBOL,5,697.5
BRASIL,TC,ESPN,2024-08-27 01:33:42+00,Primetime,SPORTFLIX,BONUS,30,3540
BRASIL,TV,BANDEIRANTES,2024-08-27 01:34:04+00,Primetime,HOUSE OF WAGERS,ESPORTE TOTAL,5,576.9
BRASIL,TV,BANDEIRANTES,2024-08-27 01:34:54+00,Primetime,BET4FUN,VEM PRO PLAY SS,30,1538.4
BRASIL,TC,ESPN,2024-08-27 01:35:07+00,Primetime,BETACTION,RESENHA,5,1327.5
BRASIL,TV,SBT,2024-08-27 01:36:16+00,Primetime,PLAYSTREAM,SBT FUTEBOL,5,5812.5
BRASIL,TV,REDE TV!,2024-08-27 01:41:41+00,Primetime,SPORTSBOOKIE,SEMPRE ESQUENTA O JOGO,30,12824
BRASIL,TV,REDE TV!,2024-08-27 01:42:40+00,Primetime,SOUTHWIN,DETERMINACAO,30,12824
BRASIL,TC,ESPN4,2024-08-27 01:47:04+00,Primetime,MEGAGAME,SUPERSOCIAL,15,1395
BRASIL,TV,BANDEIRANTES,2024-08-27 01:48:10+00,Primetime,BET4FUN,VEM PRO PLAY SS,30,1538.4
BRASIL,TC,ESPN,2024-08-27 01:48:43+00,Primetime,WINSHARK,PAI VICARI 30,30,3540
BRASIL,TV,BANDEIRANTES,2024-08-27 01:50:14+00,Primetime,HOUSE OF WAGERS,ESPORTE TOTAL,5,576.9
BRASIL,TC,ESPN,2024-08-27 01:50:23+00,Primetime,LUCKY LINE,2024-07-22 SPORTSCENTER,5,1327.5
BRASIL,TV,REDE TV!,2024-08-27 01:55:37+00,Primetime,SOUTHWIN,5 ANOS W,30,12824
BRASIL,TC,ESPN3,2024-08-27 01:55:39+00,Primetime,LUCKY LINE,TIME GRANDE,30,760
BRASIL,TV,REDE TV!,2024-08-27 01:56:08+00,Primetime,VIRTUAL CHARM,RESPEITO SEGURANCA,30,12824
BRASIL,TC,TNT,2024-08-27 01:58:10+00,Primetime,MEGAGAME,SAQUES SUPER RAPIDOS,60,10000
BRASIL,TC,ESPN,2024-08-27 02:00:18+00,Greytime,NEOWIN,FUTEBOL,5,165
BRASIL,TC,ESPN,2024-08-27 02:00:28+00,Greytime,LUCKY LINE,FUTEBOL,5,165
BRASIL,TC,ESPN2,2024-08-27 02:02:01+00,Greytime,NEOWIN,CRIADOR DE APOSTAS,30,374
BRASIL,TC,ESPN3,2024-08-27 02:02:36+00,Greytime,NEOWIN,CRIADOR DE APOSTAS,30,140
BRASIL,TC,ESPN4,2024-08-27 02:04:54+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-27 02:05:04+00,Greytime,WINSHARK,FUTEBOL,5,140.25
BRASIL,TC,ESPN2,2024-08-27 02:06:30+00,Greytime,WINSHARK,DIA DE TRABALHO 30A,30,374
BRASIL,TV,SBT,2024-08-27 02:07:44+00,Greytime,PLAYSTREAM,SBT FUTEBOL,5,2812.5
BRASIL,TC,CNN BRASIL,2024-08-27 02:24:04+00,Greytime,SHOUTOUT NOW,E NEGOCIO,5,159
BRASIL,TC,ESPN,2024-08-27 02:54:00+00,Greytime,NEOWIN,FLASH BETS,30,440
BRASIL,TC,ESPN,2024-08-27 02:57:23+00,Greytime,LUCKY LINE,TIME GRANDE,30,440
BRASIL,TV,SBT,2024-08-27 02:59:04+00,Greytime,PLAYSTREAM,SBT FUTEBOL,5,2947.5
BRASIL,TC,ESPN3,2024-08-27 03:00:35+00,Greytime,NEOWIN,FUTEBOL,5,52.5
BRASIL,TC,ESPN3,2024-08-27 03:00:45+00,Greytime,LUCKY LINE,FUTEBOL,5,52.5
BRASIL,TC,ESPN3,2024-08-27 03:02:45+00,Greytime,NEOWIN,FUTEBOL,5,52.5
BRASIL,TC,ESPN3,2024-08-27 03:02:55+00,Greytime,LUCKY LINE,FUTEBOL,5,52.5
BRASIL,TC,ESPN2,2024-08-27 03:04:03+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN2,2024-08-27 03:04:13+00,Greytime,WINSHARK,FUTEBOL,5,140.25
BRASIL,TC,ESPN2,2024-08-27 03:04:58+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN2,2024-08-27 03:05:08+00,Greytime,WINSHARK,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-27 03:30:26+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-27 03:30:36+00,Greytime,WINSHARK,FUTEBOL,5,140.25
BRASIL,TC,CNN BRASIL,2024-08-27 03:39:35+00,Greytime,BETACTION,CNN ESPORTES,5,159
BRASIL,TC,ESPN2,2024-08-27 03:54:04+00,Greytime,WINSHARK,PAI VICARI 30,30,374
BRASIL,TC,ESPN3,2024-08-27 03:54:47+00,Greytime,LUCKY LINE,TIME GRANDE,30,140
BRASIL,TC,ESPN,2024-08-27 04:00:10+00,Greytime,NEOWIN,FUTEBOL,5,165
BRASIL,TC,ESPN3,2024-08-27 08:40:06+00,Day,MEGAGAME,SUPER ODDS,15,157.5
BRASIL,TC,ESPN,2024-08-27 04:00:20+00,Greytime,LUCKY LINE,FUTEBOL,5,165
BRASIL,TC,ESPN2,2024-08-27 04:00:53+00,Greytime,NEOWIN,FLASH BETS,30,374
BRASIL,TC,ESPN3,2024-08-27 04:01:55+00,Greytime,NEOWIN,FLASH BETS,30,140
BRASIL,TC,ESPN4,2024-08-27 04:24:57+00,Greytime,NEOWIN,FLASH BETS,30,374
BRASIL,TC,FX,2024-08-27 04:27:14+00,Greytime,SPORTFLIX,BONUS,30,210
BRASIL,TC,ESPN4,2024-08-27 04:30:05+00,Greytime,WINSHARK,PAI VICARI 30,30,374
BRASIL,TV,GLOBO,2024-08-27 04:44:23+00,Greytime,BETACTION,APOSTA FUTURO,30,16595.4
BRASIL,TC,ESPN3,2024-08-27 04:57:26+00,Greytime,NEOWIN,FUTEBOL,5,52.5
BRASIL,TC,ESPN3,2024-08-27 04:57:36+00,Greytime,LUCKY LINE,FUTEBOL,5,52.5
BRASIL,TC,ESPN,2024-08-27 04:58:02+00,Greytime,LUCKY LINE,TIME GRANDE,30,440
BRASIL,TC,ESPN3,2024-08-27 04:59:16+00,Greytime,NEOWIN,FUTEBOL,5,52.5
BRASIL,TC,ESPN3,2024-08-27 04:59:26+00,Greytime,WINSHARK,FUTEBOL,5,52.5
BRASIL,TC,ESPN3,2024-08-27 05:00:17+00,Greytime,NEOWIN,FUTEBOL,5,52.5
BRASIL,TC,ESPN3,2024-08-27 05:00:27+00,Greytime,WINSHARK,FUTEBOL,5,52.5
BRASIL,TC,ESPN,2024-08-27 05:00:53+00,Greytime,NEOWIN,CRIADOR DE APOSTAS,30,440
BRASIL,TC,ESPN2,2024-08-27 05:03:43+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN2,2024-08-27 05:03:53+00,Greytime,WINSHARK,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-27 05:29:11+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-27 05:29:21+00,Greytime,WINSHARK,FUTEBOL,5,140.25
BRASIL,RD,TUPI FM 96.5,2024-08-27 05:45:56+00,Greytime,BETACTION,CARIOCA DE VERDADE,24,865.4
BRASIL,TC,ESPN3,2024-08-27 05:57:09+00,Greytime,WINSHARK,DIA DE TRABALHO 30A,30,140
BRASIL,TC,ESPN2,2024-08-27 05:57:21+00,Greytime,SPORTFLIX,BONUS,30,374
BRASIL,TC,ESPN,2024-08-27 06:01:26+00,Greytime,MEGAGAME,LINHA DE PASSE,5,229.05
BRASIL,TC,ESPN,2024-08-27 06:01:41+00,Greytime,MEGAGAME,SUPER BONUS 500,30,610.8
BRASIL,TC,ESPN3,2024-08-27 06:02:38+00,Greytime,NEOWIN,CRIADOR DE APOSTAS,30,140
BRASIL,RD,Rádio Itatiaia 1120 AM/89.3 FM,2024-08-27 06:11:40+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Vitoriosa 105.5 FM,2024-08-27 06:11:49+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,JOVEM PAN FM,2024-08-27 06:30:43+00,Greytime,DUOMATCH,MAXIMA DIVERSAO,30,
BRASIL,TC,CNN BRASIL,2024-08-27 06:35:55+00,Greytime,BETACTION,CNN ESPORTES,5,367.5
BRASIL,TC,CNN BRASIL,2024-08-27 06:36:30+00,Greytime,SHOUTOUT NOW,PLANO 49,90,1960
BRASIL,TC,ESPN2,2024-08-27 06:47:35+00,Greytime,WINSHARK,DIA DE TRABALHO 30A,30,374
BRASIL,TC,SPORTV,2024-08-27 08:42:48+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,984
BRASIL,TC,ESPN,2024-08-27 06:54:05+00,Greytime,MEGAGAME,LINHA DE PASSE,5,229.05
BRASIL,TC,ESPN,2024-08-27 06:54:20+00,Greytime,MEGAGAME,ABRA SUA CONTA,30,610.8
BRASIL,TC,SPORTV 3,2024-08-27 06:58:48+00,Greytime,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,104
BRASIL,TC,ESPN3,2024-08-27 06:59:51+00,Greytime,NEOWIN,FUTEBOL,5,52.5
BRASIL,TC,ESPN3,2024-08-27 07:00:01+00,Greytime,WINSHARK,FUTEBOL,5,52.5
BRASIL,RD,ENERGIA 97.7 FM,2024-08-27 07:04:45+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,TC,ESPN4,2024-08-27 07:16:03+00,Greytime,SPORTFLIX,BONUS,30,374
BRASIL,TV,GLOBO,2024-08-27 07:17:32+00,Greytime,BETACTION,APOSTA FUTURO,30,3499.2
BRASIL,TC,SPORTV,2024-08-27 07:20:10+00,Greytime,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,984
BRASIL,TC,SPORTV 2,2024-08-27 07:33:18+00,Greytime,FOOTY MANAGER,DEFINICAO,30,220
BRASIL,TC,ESPN4,2024-08-27 07:34:39+00,Greytime,WINSHARK,PAI VICARI 15,15,280.5
BRASIL,TC,ESPN3,2024-08-27 07:45:18+00,Greytime,SPORTFLIX,ESPN TENIS,5,52.5
BRASIL,TC,ESPN,2024-08-27 07:51:58+00,Greytime,BET4FUN,RESENHA,5,229.05
BRASIL,TC,ESPN,2024-08-27 07:52:04+00,Greytime,BET4FUN,VEM PRO PLAY,30,610.8
BRASIL,TC,ESPN,2024-08-27 07:52:59+00,Greytime,NEOWIN,FUTEBOL,5,229.05
BRASIL,TC,ESPN,2024-08-27 07:53:09+00,Greytime,WINSHARK,FUTEBOL,5,229.05
BRASIL,TC,TNT,2024-08-27 07:54:25+00,Greytime,BETACTION,APOSTA FUTURO,30,1700
BRASIL,TC,ESPN4,2024-08-27 07:55:55+00,Greytime,NEOWIN,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-27 07:56:05+00,Greytime,LUCKY LINE,FUTEBOL,5,140.25
BRASIL,TC,ESPN4,2024-08-27 07:56:30+00,Greytime,MEGAGAME,SUPER ODDS,15,280.5
BRASIL,TC,ESPN2,2024-08-27 07:57:52+00,Greytime,LUCKY LINE,TIME GRANDE,30,374
BRASIL,TC,SPORTV,2024-08-27 08:00:02+00,Day,FOOTY MANAGER,DEFINICAO,30,984
BRASIL,TC,ESPN2,2024-08-27 08:01:33+00,Day,NEOWIN,CRIADOR DE APOSTAS,30,340
BRASIL,TC,ESPN2,2024-08-27 08:03:13+00,Day,NEOWIN,FUTEBOL,5,127.5
BRASIL,TC,ESPN2,2024-08-27 08:03:23+00,Day,WINSHARK,FUTEBOL,5,127.5
BRASIL,TC,SPORTV 2,2024-08-27 08:09:25+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,220
BRASIL,RD,CBN FM 90.5,2024-08-27 08:17:40+00,Day,BETACTION,COTACAO PROFETA,29,
BRASIL,TC,ESPN,2024-08-27 08:19:34+00,Day,WINSHARK,DIA DE TRABALHO 15,15,555
BRASIL,TC,ESPN,2024-08-27 08:21:30+00,Day,BETACTION,BOLA DA VEZ,5,277.5
BRASIL,TV,SBT,2024-08-27 08:23:15+00,Day,SNAPBET,OPORTUNIDADE,30,5900
BRASIL,TV,SBT RIO,2024-08-27 08:23:20+00,Day,SNAPBET,OPORTUNIDADE,30,1777.4
BRASIL,TV,SBT,2024-08-27 08:29:15+00,Day,PLAYSTREAM,SBT FUTEBOL,5,2212.5
BRASIL,TV,SBT RIO,2024-08-27 08:29:21+00,Day,PLAYSTREAM,SBT FUTEBOL,5,666.53
BRASIL,TC,BANDSPORTS,2024-08-27 08:33:52+00,Day,SPORTSBOOKIE,SEMPRE ESQUENTA O JOGO A,30,1292
BRASIL,TC,ESPN,2024-08-27 08:38:22+00,Day,MEGAGAME,SAQUES SUPER RAPIDOS,60,1480
BRASIL,TC,ESPN,2024-08-27 08:44:10+00,Day,SPORTFLIX,ESPN TENIS,5,277.5
BRASIL,TC,ESPN3,2024-08-27 08:45:47+00,Day,MEGAGAME,ABRA SUA CONTA,30,210
BRASIL,TV,GLOBO RIO,2024-08-27 08:46:33+00,Day,FOOTY MANAGER,DEFINICAO,30,2448.8
BRASIL,TV,GLOBO,2024-08-27 08:46:33+00,Day,FOOTY MANAGER,DEFINICAO,30,4905.6
BRASIL,TC,SPORTV 3,2024-08-27 08:50:56+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,106
BRASIL,TC,SPORTV,2024-08-27 08:51:41+00,Day,PLAYSTREAM,CONMEBOL LIBERTADORES B,30,984
BRASIL,TC,ESPN,2024-08-27 08:51:52+00,Day,SPORTFLIX,BONUS,30,740
BRASIL,TC,ESPN,2024-08-27 08:52:47+00,Day,SPORTFLIX,F360,5,277.5
BRASIL,TC,ESPN2,2024-08-27 08:59:11+00,Day,NEOWIN,FUTEBOL,5,127.5
